SUBID,HEADING_MAIN,HM_CLASS,HM_TYPE,HM_FIELD,HM_BASIS,HEADING_VARIANT,HV_CLASS,HV_TYPE,HV_FIELD,HV_BASIS,HB_SUBID,HB_BASIS,HR_SUBID,HR_BASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA subid 1306,Noruega,,,,,Norway,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,,,,,,,Noruega
BETA subid 1307,Estados Unidos,,,,,United States,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,,,,,,,Estados Unidos
BETA subid 1308,Vaticano,,,,,Vatican City,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2016-11-25,FAULHABER,,,,,,,Vaticano
BETA subid 1309,Cirugía,,,,,Surgery,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1045,,,,,,,,,,,,,,,,2016-11-29,FAULHABER,,,,,,,Cirugía
BETA subid 1310,Pronunciación,,,,,pronunciation,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1208,,,,,,,,,,,,,,,,2017-01-21,FAULHABER,,,,,,,Pronunciación
BETA subid 1311,Peregrinación,,,,,Pilgrimage,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1058,,,,,,,,,,,,,,,,2017-09-11,FAULHABER,2017-09-12,FAULHABER,,,,,Peregrinación
BETA subid 1312,Literatura perdida,,,,,Lost literature,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2017-10-12,FAULHABER,,,,,,,Literatura perdida
BETA subid 1313,"Guerra de Sucesión Española, 1701-1713",SUBJECT*HM_CLASS*EVENT,,,,War of the Spanish Succesion,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,BETA bibid 4572,,,,,,,,,,,2017-11-05,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Guerra_de_Sucesi%C3%B3n_Espa%C3%B1ola,Wikipedia,2017-11-05,"Guerra de Sucesión Española, 1701-1713"
BETA subid 1314,"Constanza, Concilio de (1414-1418)",SUBJECT*HM_CLASS*EVENT,,,Faulhaber,"Basilea, concilio de",SUBJECT*HV_CLASS*CAT,,,,,,,,,BETA bibid 4572,,,,,,,,,,,2018-01-20,FAULHABER,,,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Concilio_de_Constanza,Wikipedia,2018-01-20,"Constanza, Concilio de (1414-1418)"
BETA subid 1315,Ecdótica,,,,,Crítica textual,SUBJECT*HV_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2018-01-23,FAULHABER,,,,,,,Ecdótica
BETA subid 1316,Indulgencias,SUBJECT*HM_CLASS*GENRE,,,,Indulgences,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1198,,,,,,,,,,,,,,,,2018-04-03,FAULHABER,,,,,,,Indulgencias
BETA subid 1317,Leyes suntuarias,,,,,Sumptuary laws,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-08-11,FAULHABER,,,,,,,Leyes suntuarias
BETA subid 1318,Derecho mercantil,,,,,Commercial law,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1100,,BETA subid 1137,,,,,,,,,,,,,,2018-08-15,FAULHABER,2022-02-21,FAULHABER,,,,,Derecho mercantil
BETA subid 1319,Blasfemia,,,,,Blasphemy,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1058,,BETA subid 1124,,,,,,,,,,,,,,2018-08-18,FAULHABER,,,,,,,Blasfemia
BETA subid 1320,Puercos,,,,,Swine,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1146,,,,,,,,,,,,,,,,2018-08-20,FAULHABER,,,,,,,Puercos
BETA subid 1321,Nobleza,,,,,Nobility,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-08-26,FAULHABER,2018-08-26,FAULHABER,,,,,Nobleza
BETA subid 1322,Homosexualidad,,,,,Homosexuality,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1242,,,,,,,,,,,,,,,,2018-09-14,FAULHABER,2018-09-14,FAULHABER,,,,,Homosexualidad
BETA subid 1323,Gitanos,,,,,Gypsies,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-09-20,FAULHABER,,,,,,,Gitanos
BETA subid 1324,Estatutos municipales,,,,,Códigos municipales,SUBJECT*HV_CLASS*OTHER,,,,,,,,,,,,,,,,,,,,2018-09-24,FAULHABER,,,,,,,Estatutos municipales
BETA subid 1325,Textiles,,,,,Textiles,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-10-03,FAULHABER,2022-02-21,FAULHABER,,,,,Textiles
BETA subid 1326,Derecho penal,,,,,Penal law,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1100,,,,,,,,,,,,,,,,2018-10-09,FAULHABER,,,,,,,Derecho penal
BETA subid 1327,Armas,,,,,Arms,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2018-10-23,FAULHABER,,,,,,,Armas
BETA subid 1328,Godos,,,,,Goths,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2019-08-04,FAULHABER,,,,,,,Godos
BETA subid 1329,Visigodos,,,,,Visigoths,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1328,,BETA subid 1330,,,,,,,,,,,,,,2019-08-04,FAULHABER,2019-08-04,FAULHABER,,,,,Visigodos
BETA subid 1330,Ostrogodos,,,,,Ostrogoths,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1328,,BETA subid 1329,,,,,,,,,,,,,,2019-08-04,FAULHABER,,,,,,,Ostrogodos
BETA subid 1331,Documento fechable,,,,,Datable document,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2019-10-09,FAULHABER,,,,,,,Documento fechable
BETA subid 1332,Pesquería,,,,,Fishery,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2020-02-14,FAULHABER,2020-02-14,FAULHABER,,,,,Pesquería
BETA subid 1333,"Tordesillas, Tratado de",,,,,Treaty of Tordesillas,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1029,,,,,,,,,,,,,,,,2020-02-16,FAULHABER,,,,,,,"Tordesillas, Tratado de"
BETA subid 1334,Fronteras marítimas,,SUBJECT*HM_TYPE*LC,,,Maritime boundaries,SUBJECT*HV_CLASS*ENGLISH,,,,,,BETA subid 1333,,,,,,,,,,,,,,2020-02-16,FAULHABER,,,,,,,Fronteras marítimas
BETA subid 1335,Asuntos marítimos,,,,,Maritime issues,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2020-02-16,FAULHABER,2020-02-16,FAULHABER,,,,,Asuntos marítimos
BETA subid 1336,Viajes de exploración,,,,,Voyages of discovery,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1030,,,,,,,,,,,,,,,,2020-02-16,FAULHABER,,,,,,,Viajes de exploración
BETA subid 1337,Cisma de Occidente,,,,,Western Schism,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1198,,,,,,,,,,,,,,,,2020-03-06,FAULHABER,2022-02-21,FAULHABER,,,,,Cisma de Occidente
BETA subid 1338,Ex-libris,,,,,Ex-libris,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1107,,,,,,,,,,,,,,,,2020-05-09,FAULHABER,2022-02-21,FAULHABER,,,,,Ex-libris
BETA subid 1340,Predicación,,,,,preaching,SUBJECT*HV_CLASS*ENGLISH,,,,BETA subid 1058,,BETA subid 1023,,,,,,,,,,,,,,2020-07-06,FAULHABER,,,,,,,Predicación
BETA subid 1341,Amuleto,,,,,Amulet,SUBJECT*HV_CLASS*ENGLISH,,,,,,BETA subid 1217,,,,,,,,,,,,,,2020-11-07,FAULHABER,,,,,,,Amuleto
BETA subid 1342,Literatura portuguesa hasta 1500,,,,,Portuguese literature to 1500,SUBJECT*HV_CLASS*ENGLISH,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1250,,,,,,,,,,,,,,,,2021-03-23,FAULHABER,2021-03-23,FAULHABER,,,,,Literatura portuguesa hasta 1500
BETA subid 1343,Literatura gallega hasta 1500,,,,,Galician literature to 1500,SUBJECT*HV_CLASS*ENGLISH,SUBJECT*HV_TYPE*MARC,,LC,BETA subid 1250,,,,,,,,,,,,,,,,2021-03-23,FAULHABER,,,,,,,Literatura gallega hasta 1500
BETA subid 1344,Adivinanzas,,,,,Riddles,SUBJECT*HV_CLASS*ENGLISH,,,,,,,,,,,,,,,,,,,,2021-04-08,FAULHABER,,,,,,,Adivinanzas
